(+)-Limonene	CC1=CCC(CC1)C(=C)C
Precorrin_4	
Prenol_45n_teichoic_acid	
Prenol_45n_teichoic_acid_alanine_substituted	
Prenol_45n_teichoic_acid_glucose_substituted	
Propionyl_CoA	
Propionyl_phosphate	
Protein_D_serine	
Protein_N_pros_phosphohistidine	
Protein_biosynthesis	
Protein_histidine	
Protein_serine	
Provitamin_D3	
Pyridoxal_phosphate	
Pyridoxamine_phosphate	
Pyridoxine_phosphate	
RNA_transcription	
R_1_Aminopropan_2_yl_phosphate	
R_4_Phosphopantothenoyl_L_cysteine	
R_Allantoin	
R_CN	
R_Mandelate	
R_Reticuline	
R_S_Glutathione	
R_S_Lactoylglutathione	
R__plus__Citronellal	
Reduced_riboflavin	
Ribose_1_phosphate	
S_2_2_Dichloro_1_hydroxyethyl_glutathione	
S_2_Chloroacetylglutathione	
S_3_Hydroxyacyl_CoA	
S_3_Hydroxybutyryl_CoA	
S_3_Hydroxydodecanoyl_CoA	
S_3_Hydroxyhexadecanoyl_CoA	
S_3_Hydroxyisobutyryl_CoA	
S_3_Hydroxytetradecanoyl_CoA	
S_Acetoin	
S_Acetyldihydrolipoamide	
S_Adenosyl_L_methionine	
S_Adenosyl_homocysteine	
S_Aminomethyldihydrolipoylprotein	
S_Canadine	
S_Dihydroorotate	
S_Formylglutathione	
S_Formylmethylglutathione	
S_Formylmycothiol	
S_Hydroxydecanoyl_CoA	
S_Hydroxyhexanoyl_CoA	
S_Hydroxymethylglutathione	
S_Hydroxyoctanoyl_CoA	
S_Methyl_1_thio_D_glycerate	
S_Methyl_3_phospho_1_thio_D_glycerate	
S___Citronellal	
Sedoheptulose7_phosphate	
Sedoheptulose_1_7_bisphosphate	
Solanesyl_diphosphate	
Sophoraflavanone_G	
Stearoyl_acyl_carrier_protein	
Stearoylcardiolipin_B_subtilis	
Steryl_ester	
Styrene_oxide	
Succinyl_CoA	
Succinylbenzoyl_CoA	
THF_L_glutamate	
Thiamine_phosphate	
Tiglyl_CoA	
Trehalose_6_phosphate	
UDPMurAcoyl_L_Ala_D_gamma_Glu_L_Lys_D_Ala_D_Ala	
UDP_2_3_bis3_hydroxytetradecanoylglucosamine	
UDP_3_O_beta_hydroxymyristoyl_D_glucosamine	
UDP_3_O_beta_hydroxymyristoyl_N_acetylglucosamine	
UDP_6_sulfoquinovose	
UDP_D_galacto_1_4_furanose	
UDP_MurNAc	
UDP_N_acetyl_D_galactosamine	
UDP_N_acetyl_D_galactosaminuronic_acid	
UDP_N_acetyl_D_glucosaminouronate	
UDP_N_acetyl_D_mannosamine	
UDP_N_acetylglucosamine	
UDP_N_acetylglucosamine_enolpyruvate	
UDP_N_acetylmuramoyl_L_alanine	
UDP_N_acetylmuramoyl_L_alanyl_D_gamma_glutamyl_meso_2_6_diaminopimelate	
UDP_N_acetylmuramoyl_L_alanyl_D_glutamate	
UDP_N_acetylmuramoyl_L_alanyl_D_glutamyl_6_carboxy_L_lysyl_D_alanyl__D_alanine	
UDP_N_acetylmuramoyl_L_alanyl_D_glutamyl_L_lysine	
UDP_galactosamine	
UDP_galactose	
UDP_glucosamine	
UDP_glucose	
Ubiquinol_8	
Ubiquinone_8	
Undecaprenyl_diphospho_N_acetyl_glucosamine	
Undecaprenyl_diphospho_N_acetylmuramoyl_L_alanyl_D_glutamyl_meso_2_6_diaminopimeloyl_D_alanyl_D_alanine	
Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_D_glutaminyl_L_lysyl_D_alanyl_D_alanine	
Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_D_glutaminyl_meso_2_6_diaminopimeloyl_D_alanyl_D_alanine	
Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_D_glutamyl_L_lysyl_D_alanyl_D_alanine	
Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_D_isoglutaminyl_L_lysyl_D_alanyl_D_alanine	
Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_gamma_D_glutamyl_L_lysyl_D_alanyl_D_alanine	
Undecaprenyl_diphospho_N_acetylmuramoyl__N_acetylglucosamine_L_ala_D_glu_meso_2_6_diaminopimeloyl_D_ala_D_ala	
Z_Phenylacetaldehyde_oxime	
Zn2_plus	
_plus__Limonene	
_plus__trans_Carveol	
ala_L_Thr_L	
ala_L_asp_L	
ala_L_glu_L	
all_trans_Heptaprenyl_diphosphate	
alpha_D_Galactosyl_diphosphoundecaprenol	
alpha_D_Hexose_1_phosphate	
alpha_D_Hexose_6_phosphate	
alpha_D_glucose_1_6_biphosphate	
alpha_Farnesene	
alpha_N_Acetylneuraminyl_2_3_beta_D_galactosyl_R	
alpha_N_Acetylneuraminyl_2_8_alpha_N_acetylneuraminyl_2_3_beta_D__galactosyl_R	
alpha_Ribazole	
alpha_Ribazole_5_phosphate	
alpha_Tolualdehyde	
apo_ACP	
beta_Alanine	
beta_Alanopine	
beta_Alanyl_CoA	
beta_D_Glucose	
beta_D_Glucose_1_phosphate	
beta_D_Glucose_6_phosphate	
beta_L_Aldose_1_phosphate	
cis_2_Methyl_5_isopropylhexa_2_5_dienal	
cis_2_Methyl_5_isopropylhexa_2_5_dienoic_acid	
cis_3_3_Carboxyethenyl_3_5_cyclohexadiene_1_2_diol	
cis_3_3_carboxyethyl_3_5_cyclohexadiene_1_2_diol	
cis_Aconitate	
core_oligosaccharide_lipid_A	
dTDP_4_oxo_2_6_dideoxy_D_glucose	
dTDP_4_oxo_2_6_dideoxy_L_glucose	
dTDP_4_oxo_2_6_dideoxy_L_mannose	
dTDP_4_oxo_2_6_dideoxy_alpha_D_glucose	
dTDP_4_oxo_6_deoxy_D_glucose	
dTDP_4_oxo_L_rhamnose	
dTDP_rhamnose	
delta1_Piperideine_2_carboxylate	
deoxyribose_5_phosphate	
galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A	
gamma_Glutamyl_GABA	
gamma_Glutamylcysteine	
gamma_glutamyl_gamma_butyraldehyde	
glucosyl_galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A	
glucosyl_glucosyl_galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A	
glucosyl_inner_core_oligosaccharide_lipid_A	
gly_asn_L	
gly_asp_L	
gly_glu_L	
gly_pro_L	
glycerol_teichoic_acid_n45__linked__D_ala_substituted	
glycerol_teichoic_acid_n45__linked__glucose_substituted	
glycerol_teichoic_acid_n45__linked__unsubstituted	
glycogenn_1	
heptosyl_heptosyl_kdo2_lipidA	
heptosyl_kdo2_lipidA	
heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA	
hexadecanoyl_acp	
imidazole_acetol_phosphate	
inner_core_oligosaccharide_lipid_A	
isobutyryl_ACP	
isovaleryl_ACP	
kdo2_lipid_a	
kdo2_lipid_iva	
kdo_phospho_heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA	
meso_2_6_Diaminopimelate	
met_L_ala_L	
methylthioribose_1_phosphate	
n_acetylglutamyl_phosphate	
o_Formylbenzoic_acid	
p_Coumaroyl_D_glucose	
p_hydroxyphenylpyruvate	
phosphatidylethanolamine_dioctadecanoyl	
phosphatidylserine_dioctadecanoyl	
phospho_heptosyl_heptosyl_kdo2_lipidA	
phospho_heptosyl_phospho_heptosyl_heptosyl_kdo2_lipidA	
phosphoribosylformiminoaicar_phosphate	
phosphoribulosylformimino_AICAR_phosphate	
ribose_5_phosphate	
sn_3_O_Geranylgeranylglycerol_1_phosphate	
tRNA_Glu	
trans_2_Methyl_5_isopropylhexa_2_5_dienal	
trans_2_Methyl_5_isopropylhexa_2_5_dienoic_acid	
trans_Octodec_2_enoyl_ACP	
trans_trans_cis_Geranylgeranyl_diphosphate	
